can_read,table_name,can_insert,can_update,can_delete,application_role_id,id,created_date,updated_date,created_by_id,created_by,is_sample
"false","ApplicationFunction","false","false","false","69b2abf6ed07155a0004996e","69b2b147a6bb7081ae2ed214","2026-03-12T12:27:51.054000","2026-03-12T12:27:53.521000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","TerminalDocumentRequirement","false","false","false","69b2abf6ed07155a0004996e","69b2b147206ca14e513f6789","2026-03-12T12:27:51.046000","2026-03-12T12:27:53.500000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","WorkflowDefinition","false","false","false","69b2abf6ed07155a0004996e","69b2b147d888723581f639d9","2026-03-12T12:27:51.044000","2026-03-12T12:27:53.521000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","CompanyGroupRoleMapping","false","false","false","69b2abf6ed07155a0004996e","69b2b14707d4370e95a7c4e4","2026-03-12T12:27:51.038000","2026-03-12T12:27:53.910000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","WorkflowAction","false","false","false","69b2abf6ed07155a0004996e","69b2b14730c84e6b00add622","2026-03-12T12:27:51.033000","2026-03-12T12:27:53.509000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","WorkflowStatus","false","false","false","69b2abf6ed07155a0004996e","69b2b14762ae436d7ba78b0b","2026-03-12T12:27:51.027000","2026-03-12T12:27:53.549000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","WorkflowTransition","false","false","false","69b2abf6ed07155a0004996e","69b2b1479ebb89228c651774","2026-03-12T12:27:51.026000","2026-03-12T12:27:53.510000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","ApplicationUser","false","false","false","69b2abf6ed07155a0004996e","69b2b147a65325dd06450084","2026-03-12T12:27:51.013000","2026-03-12T12:27:53.496000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","DocumentType","false","false","false","69b2abf6ed07155a0004996e","69b2b147f234234f20b604a5","2026-03-12T12:27:51.008000","2026-03-12T12:27:53.445000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","VesselCompatibility","false","false","false","69b2abf6ed07155a0004996e","69b2b1479b88a4dd4c13031e","2026-03-12T12:27:51","2026-03-12T12:27:53.473000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","Country","false","false","false","69b2abf6ed07155a0004996e","69b2b1468cb76050fe24efd0","2026-03-12T12:27:50.997000","2026-03-12T12:27:53.476000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","Document","false","false","false","69b2abf6ed07155a0004996e","69b2b14643640ef18ae7fc3a","2026-03-12T12:27:50.981000","2026-03-12T12:27:53.439000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","Company","false","false","false","69b2abf6ed07155a0004996e","69b2ac164845b667ca54ba8d","2026-03-12T12:05:42.609000","2026-03-12T12:37:42.966000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"false","Berth","false","false","false","69b2abf6ed07155a0004996e","69b2ac005bdd7bb577f890ad","2026-03-12T12:05:20.370000","2026-03-12T12:37:31.028000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","Terminal","false","false","false","69b2abf6ed07155a0004996e","69b2abffc90c428baf6f5a6e","2026-03-12T12:05:19.590000","2026-03-12T12:37:36.924000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"true","Vessel","false","false","false","69b2abf6ed07155a0004996e","69b2abfd74abf8acbdad3db9","2026-03-12T12:05:17.010000","2026-03-12T12:37:36.333000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
