esdErcType,manifoldLngCount,manifoldSpacingPitch_mm,maxWaveHeight_m,loa_m,cargoContainmentType,fairleadChockPositionsNotes,vapourManifoldHeightMax_m,isActive,yearBuilt,sternLines,callSign,designDraft_m,mouldedDepthM,preferredFenderType,ownerCompanyId,lineType,tugRequirementsNotes,headLines,fenderPointLoadLimit_kN,tideRangeMax_m,manifoldVapourCount,vapourManifoldHeightMin_m,ercManufacturerModel,lngManifoldHeightMax_m,tideRangeMin_m,fenderContactZone,maxLoadingRate_m3ph,classSocietyCompanyId,image_url,springsForward,flagCountryId,beam_m,chockType,ntItc69,springsAft,mooringLinesTotal,name,manifoldToBow_m,maxDraft_m,berthingSideSupported,lngManifoldHeightMin_m,operatorCompanyId,status,dwt,mmsi,airDraft_m,shipyard,vesselTypeRefPublicId,shellPlatingRestrictions,summerDraftM,maxWindAlongside_kn,maxWindBerthing_kn,lineMBL_kN,manifoldToStern_m,mooringWinches,depth_m,vesselInternalId,classSocietyCompanyPublicId,width_m,lbpM,flagCountryPublicId,breastLinesAft,udf02,udf01,flangeRating,ownerCompanyPublicId,displacementSummer_t,breadthMouldedM,operatorCompanyPublicId,gt,vapourReturnSupported,maxDischargeRate_m3ph,vesselTypeRefId,classNotation,maxCurrentAlongside_kn,imoNumber,tenantId,breastLinesForward,brakeHoldingCapacity_kN,publicId,cargoCapacity_m3,flangeSizeLng_in,id,created_date,updated_date,created_by_id,created_by,is_sample
"","","","","315","","","","true","2009","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb1","","","550e8400-e29b-41d4-a716-446655550001","50","","","","","Al Nuaman","","","","","","Active","121910","","","Daewoo Shipbuilding & Marine Engineering","550e8400-e29b-41d4-a716-446655440002","","","","","","","","","","d34909a1-1516-498c-9da8-3032bb70bcec","","","550e8400-e29b-41d4-a716-446655550001","","","DSME Q-Flex","","","","","","136980","","","550e8400-e29b-41d4-a716-446655440002","","","9431135","global","","","550e8400-e29b-41d4-a716-446655770039","210100","","697b569b2a72857c481dc4cb","2026-01-29T12:46:19.918000","2026-03-12T17:24:26.050000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","315","","","","true","2009","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb2","","","550e8400-e29b-41d4-a716-446655550001","50","","","","","Al Karaana","","","","","","Active","122052","","","Daewoo Shipbuilding & Marine Engineering","550e8400-e29b-41d4-a716-446655440002","","","","","","","","","","1f1a34a3-753d-49ee-80df-e24af761c0b6","","","550e8400-e29b-41d4-a716-446655550001","","","DSME Q-Flex","","","","","","136980","","","550e8400-e29b-41d4-a716-446655440002","","","9431123","global","","","550e8400-e29b-41d4-a716-446655770036","210100","","697b569b2a72857c481dc4cc","2026-01-29T12:46:19.918000","2026-03-12T17:24:26.671000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","315","","","","true","2008","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb3","","","550e8400-e29b-41d4-a716-446655550001","50","","","","","Al Sahla","","","","","","Active","104666","","","Hyundai Heavy Industries","550e8400-e29b-41d4-a716-446655440002","","","","","","","","","","ce92a908-5bbc-4d0e-ac01-11ae979663a5","","","550e8400-e29b-41d4-a716-446655550001","","","HHI Q-Flex","","","","","","136355","","","550e8400-e29b-41d4-a716-446655440002","","","9360855","global","","","550e8400-e29b-41d4-a716-446655770045","216200","","697b569b2a72857c481dc4cd","2026-01-29T12:46:19.918000","2026-03-12T17:24:27.292000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","315","","","","true","2008","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb2","","","550e8400-e29b-41d4-a716-446655550002","50","","","","","Al Shamal","","","","","","Active","109662","","","Hyundai Heavy Industries","550e8400-e29b-41d4-a716-446655440002","","","","","","","","","","1f1a34a3-753d-49ee-80df-e24af761c0b6","","","550e8400-e29b-41d4-a716-446655550002","","","HHI Q-Flex","","","","","","135848","","","550e8400-e29b-41d4-a716-446655440002","","","9360893","global","","","550e8400-e29b-41d4-a716-446655770054","217000","","697b569b2a72857c481dc4ce","2026-01-29T12:46:19.918000","2026-03-12T17:24:28.605000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","345","","","","true","2009","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb1","","","550e8400-e29b-41d4-a716-446655550001","50.03","","","","","Al Samriya","","","","","","Active","154900","","","Daewoo Shipbuilding & Marine Engineering","550e8400-e29b-41d4-a716-446655440003","","","","","","","","","","d34909a1-1516-498c-9da8-3032bb70bcec","","","550e8400-e29b-41d4-a716-446655550001","","","DSME Q-Max","","","","","","168189","","","550e8400-e29b-41d4-a716-446655440003","","","9388821","global","","","550e8400-e29b-41d4-a716-446655770024","263300","","697b569b2a72857c481dc4cf","2026-01-29T12:46:19.918000","2026-03-12T17:24:29.426000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","284","","","","true","2007","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb2","","","550e8400-e29b-41d4-a716-446655550003","43","","","","","Al Jassasiya","","","","","","Active","84554","","","","550e8400-e29b-41d4-a716-446655440004","","","","","","","","","","1f1a34a3-753d-49ee-80df-e24af761c0b6","","","550e8400-e29b-41d4-a716-446655550003","","","Conventional","","","","","","97496","","","550e8400-e29b-41d4-a716-446655440004","","","9324435","global","","","550e8400-e29b-41d4-a716-446655770055","145700","","697b569b2a72857c481dc4d0","2026-01-29T12:46:19.918000","2026-03-12T17:24:30.070000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","288","","","","true","2007","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb1","","","550e8400-e29b-41d4-a716-446655550002","43.4","","","","","Al Daayen","","","","","","Active","90617","","","","550e8400-e29b-41d4-a716-446655440004","","","","","","","","","","d34909a1-1516-498c-9da8-3032bb70bcec","","","550e8400-e29b-41d4-a716-446655550002","","","Conventional","","","","","","99106","","","550e8400-e29b-41d4-a716-446655440004","","","9325702","global","","","550e8400-e29b-41d4-a716-446655770070","148853","","697b569b2a72857c481dc4d1","2026-01-29T12:46:19.918000","2026-03-12T17:24:30.709000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","288.2","","","","true","2007","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb1","","","550e8400-e29b-41d4-a716-446655550002","43.4","","","","","Al Areesh","","","","","","Active","90617","","","","550e8400-e29b-41d4-a716-446655440004","","","","","","","","","","d34909a1-1516-498c-9da8-3032bb70bcec","","","550e8400-e29b-41d4-a716-446655550002","","","Conventional","","","","","","99106","","","550e8400-e29b-41d4-a716-446655440004","","","9325697","global","","","550e8400-e29b-41d4-a716-446655770069","148786","","697b569b2a72857c481dc4d2","2026-01-29T12:46:19.918000","2026-03-12T17:24:31.571000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","288.94","","","","true","2014","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb2","","","550e8400-e29b-41d4-a716-446655550003","45.6","","","","","Maran Gas Posidonia","","","","","","Active","90349","","","","550e8400-e29b-41d4-a716-446655440004","","","","","","","","","","1f1a34a3-753d-49ee-80df-e24af761c0b6","","","550e8400-e29b-41d4-a716-446655550003","","","Conventional","","","","","","105773","","","550e8400-e29b-41d4-a716-446655440004","","","9633434","global","","","550e8400-e29b-41d4-a716-446655770064","161870","","697b569b2a72857c481dc4d3","2026-01-29T12:46:19.918000","2026-03-12T17:24:32.234000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","315","","","","true","2008","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb2","","","550e8400-e29b-41d4-a716-446655550001","50","","","","","Murwab","","","","","","Active","121843","","","Daewoo Shipbuilding & Marine Engineering","550e8400-e29b-41d4-a716-446655440002","","","","","","","","","","1f1a34a3-753d-49ee-80df-e24af761c0b6","","","550e8400-e29b-41d4-a716-446655550001","","","DSME Q-Flex","","","","","","136685","","","550e8400-e29b-41d4-a716-446655440002","","","9360805","global","","","550e8400-e29b-41d4-a716-446655770044","210100","","697b569b2a72857c481dc4d4","2026-01-29T12:46:19.918000","2026-03-12T17:24:32.909000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","294.9","","","","true","2020","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb2","","","550e8400-e29b-41d4-a716-446655550001","46.44","","","","","Global Energy","","","","","","Active","94732","","","Daewoo Shipbuilding & Marine Engineering","550e8400-e29b-41d4-a716-446655440004","","","","","","","","","","1f1a34a3-753d-49ee-80df-e24af761c0b6","","","550e8400-e29b-41d4-a716-446655550001","","","DSME","","","","","","113822","","","550e8400-e29b-41d4-a716-446655440004","","","9845013","global","","","550e8400-e29b-41d4-a716-446655770026","173400","","697b569b2a72857c481dc4d5","2026-01-29T12:46:19.918000","2026-03-12T17:24:33.549000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","315","","","","true","2008","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb1","","","550e8400-e29b-41d4-a716-446655550002","50","","","","","Duhail","","","","","","Active","121639","","","","550e8400-e29b-41d4-a716-446655440002","","","","","","","","","","d34909a1-1516-498c-9da8-3032bb70bcec","","","550e8400-e29b-41d4-a716-446655550002","","","Q-Flex","","","","","","137535","","","550e8400-e29b-41d4-a716-446655440002","","","9337975","global","","","550e8400-e29b-41d4-a716-446655770051","210150","","697b569b2a72857c481dc4d6","2026-01-29T12:46:19.918000","2026-03-12T17:24:34.200000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","345","","","","true","2010","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb2","","","550e8400-e29b-41d4-a716-446655550001","53.83","","","","","Aamira","","","","","","Active","130026","","","Samsung Heavy Industries","550e8400-e29b-41d4-a716-446655440003","","","","","","","","","","1f1a34a3-753d-49ee-80df-e24af761c0b6","","","550e8400-e29b-41d4-a716-446655550001","","","SHI Q-Max","","","","","","163922","","","550e8400-e29b-41d4-a716-446655440003","","","9443401","global","","","550e8400-e29b-41d4-a716-446655770031","266000","","697b569b2a72857c481dc4d7","2026-01-29T12:46:19.918000","2026-03-12T17:24:34.924000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","290","","","","true","2016","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb1","","","550e8400-e29b-41d4-a716-446655550003","46.4","","","","","Maran Gas Achilles","","","","","","Active","92713","","","Hyundai Heavy Industries","550e8400-e29b-41d4-a716-446655440004","","","","","","","","","","d34909a1-1516-498c-9da8-3032bb70bcec","","","550e8400-e29b-41d4-a716-446655550003","","","Conventional","","","","","","113502","","","550e8400-e29b-41d4-a716-446655440004","","","9682588","global","","","550e8400-e29b-41d4-a716-446655770056","174000","","697b569b2a72857c481dc4d8","2026-01-29T12:46:19.918000","2026-03-12T17:24:35.691000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","285.1","","","","true","2009","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb2","","","550e8400-e29b-41d4-a716-446655550005","43.4","","","","","Aseem","","","","","","Active","86655","","","","550e8400-e29b-41d4-a716-446655440004","","","","","","","","","","1f1a34a3-753d-49ee-80df-e24af761c0b6","","","550e8400-e29b-41d4-a716-446655550005","","","Conventional","","","","","","97874","","","550e8400-e29b-41d4-a716-446655440004","","","9377547","global","","","550e8400-e29b-41d4-a716-446655770072","155003","","697b569b2a72857c481dc4d9","2026-01-29T12:46:19.918000","2026-03-12T17:24:36.338000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","294.9","","","","true","2021","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb3","","","550e8400-e29b-41d4-a716-446655550001","46.44","","","","","Global Sealine","","","","","","Active","93080","","","Daewoo Shipbuilding & Marine Engineering","550e8400-e29b-41d4-a716-446655440004","","","","","","","","","","ce92a908-5bbc-4d0e-ac01-11ae979663a5","","","550e8400-e29b-41d4-a716-446655550001","","","DSME","","","","","","115579","","","550e8400-e29b-41d4-a716-446655440004","","","9880477","global","","","550e8400-e29b-41d4-a716-446655770029","173400","","697b569b2a72857c481dc4da","2026-01-29T12:46:19.918000","2026-03-12T17:24:37.021000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","315","","","","true","2008","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb2","","","550e8400-e29b-41d4-a716-446655550002","50","","","","","Al Khuwair","","","","","","Active","109555","","","Samsung Heavy Industries","550e8400-e29b-41d4-a716-446655440002","","","","","","","","","","1f1a34a3-753d-49ee-80df-e24af761c0b6","","","550e8400-e29b-41d4-a716-446655550002","","","Q-Flex","","","","","","135848","","","550e8400-e29b-41d4-a716-446655440002","","","9360908","global","","","550e8400-e29b-41d4-a716-446655770053","217000","","697b569b2a72857c481dc4db","2026-01-29T12:46:19.918000","2026-03-12T17:24:37.885000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","315","","","","true","2008","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb2","","","550e8400-e29b-41d4-a716-446655550002","50","","","","","Al Kharsaah","","","","","","Active","109484","","","Daewoo Shipbuilding & Marine Engineering","550e8400-e29b-41d4-a716-446655440002","","","","","","","","","","1f1a34a3-753d-49ee-80df-e24af761c0b6","","","550e8400-e29b-41d4-a716-446655550002","","","DSME Q-Flex","","","","","","135848","","","550e8400-e29b-41d4-a716-446655440002","","","9360881","global","","","550e8400-e29b-41d4-a716-446655770037","217000","","697b569b2a72857c481dc4dc","2026-01-29T12:46:19.918000","2026-03-12T17:24:39.087000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","289","","","","true","2014","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb3","","","550e8400-e29b-41d4-a716-446655550003","45.63","","","","","Maran Gas Apollonia","","","","","","Active","90434","","","","550e8400-e29b-41d4-a716-446655440004","","","","","","","","","","ce92a908-5bbc-4d0e-ac01-11ae979663a5","","","550e8400-e29b-41d4-a716-446655550003","","","Conventional","","","","","","105773","","","550e8400-e29b-41d4-a716-446655440004","","","9633422","global","","","550e8400-e29b-41d4-a716-446655770058","161870","","697b569b2a72857c481dc4dd","2026-01-29T12:46:19.918000","2026-03-12T17:24:39.766000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","315","","","","true","2009","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb1","","","550e8400-e29b-41d4-a716-446655550001","50","","","","","Al Khattiya","","","","","","Active","121946","","","Daewoo Shipbuilding & Marine Engineering","550e8400-e29b-41d4-a716-446655440002","","","","","","","","","","d34909a1-1516-498c-9da8-3032bb70bcec","","","550e8400-e29b-41d4-a716-446655550001","","","DSME Q-Flex","","","","","","136980","","","550e8400-e29b-41d4-a716-446655440002","","","9431111","global","","","550e8400-e29b-41d4-a716-446655770038","210150","","697b569b2a72857c481dc4de","2026-01-29T12:46:19.918000","2026-03-12T17:24:40.741000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","315","","","","true","2008","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb3","","","550e8400-e29b-41d4-a716-446655550001","50","","","","","Al Thumama","","","","","","Active","113749","","","Hyundai Heavy Industries","550e8400-e29b-41d4-a716-446655440002","","","","","","","","","","ce92a908-5bbc-4d0e-ac01-11ae979663a5","","","550e8400-e29b-41d4-a716-446655550001","","","HHI Q-Flex","","","","","","136355","","","550e8400-e29b-41d4-a716-446655440002","","","9360843","global","","","550e8400-e29b-41d4-a716-446655770046","216200","","697b569b2a72857c481dc4df","2026-01-29T12:46:19.918000","2026-03-12T17:24:41.814000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","288.2","","","","true","2006","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb1","","","550e8400-e29b-41d4-a716-446655550002","43.45","","","","","Al Marrouna","","","","","","Active","81936","","","","550e8400-e29b-41d4-a716-446655440004","","","","","","","","","","d34909a1-1516-498c-9da8-3032bb70bcec","","","550e8400-e29b-41d4-a716-446655550002","","","Conventional","","","","","","99106","","","550e8400-e29b-41d4-a716-446655440004","","","9325685","global","","","550e8400-e29b-41d4-a716-446655770071","149539","","697b569b2a72857c481dc4e0","2026-01-29T12:46:19.918000","2026-03-12T17:24:42.644000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","285.4","","","","true","2005","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb3","","","550e8400-e29b-41d4-a716-446655550003","43.44","","","","","Maran Gas Asclepius","","","","","","Active","79460","","","","550e8400-e29b-41d4-a716-446655440004","","","","","","","","","","ce92a908-5bbc-4d0e-ac01-11ae979663a5","","","550e8400-e29b-41d4-a716-446655550003","","","Conventional","","","","","","97496","","","550e8400-e29b-41d4-a716-446655440004","","","9302499","global","","","550e8400-e29b-41d4-a716-446655770059","145822","","697b569b2a72857c481dc4e1","2026-01-29T12:46:19.918000","2026-03-12T17:24:43.380000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","285.4","","","","true","2006","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb2","","","550e8400-e29b-41d4-a716-446655550004","43.4","","","","","Simaisma","","","","","","Active","84863","","","","550e8400-e29b-41d4-a716-446655440004","","","","","","","","","","1f1a34a3-753d-49ee-80df-e24af761c0b6","","","550e8400-e29b-41d4-a716-446655550004","","","Conventional","","","","","","97496","","","550e8400-e29b-41d4-a716-446655440004","","","9320386","global","","","550e8400-e29b-41d4-a716-446655770066","145889","","697b569b2a72857c481dc4e2","2026-01-29T12:46:19.918000","2026-03-12T17:24:44.092000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","289","","","","true","2015","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb2","","","550e8400-e29b-41d4-a716-446655550003","45.6","","","","","Maran Gas Alexandria","","","","","","Active","90494","","","","550e8400-e29b-41d4-a716-446655440004","","","","","","","","","","1f1a34a3-753d-49ee-80df-e24af761c0b6","","","550e8400-e29b-41d4-a716-446655550003","","","Conventional","","","","","","105773","","","550e8400-e29b-41d4-a716-446655440004","","","9650054","global","","","550e8400-e29b-41d4-a716-446655770057","161870","","697b569b2a72857c481dc4e3","2026-01-29T12:46:19.918000","2026-03-12T17:24:44.705000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","315","","","","true","2008","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb2","","","550e8400-e29b-41d4-a716-446655550001","50","","","","","Fraiha","","","","","","Active","121914","","","Daewoo Shipbuilding & Marine Engineering","550e8400-e29b-41d4-a716-446655440002","","","","","","","","","","1f1a34a3-753d-49ee-80df-e24af761c0b6","","","550e8400-e29b-41d4-a716-446655550001","","","DSME Q-Flex","","","","","","136685","","","550e8400-e29b-41d4-a716-446655440002","","","9360817","global","","","550e8400-e29b-41d4-a716-446655770043","210100","","697b569b2a72857c481dc4e4","2026-01-29T12:46:19.918000","2026-03-12T17:24:45.369000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","315","","","","true","2007","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb3","","","550e8400-e29b-41d4-a716-446655550001","50.04","","","","","Al Gattara","","","","","","Active","106898","","","Samsung Heavy Industries","550e8400-e29b-41d4-a716-446655440002","","","","","","","","","","ce92a908-5bbc-4d0e-ac01-11ae979663a5","","","550e8400-e29b-41d4-a716-446655550001","","","HHI Q-Flex","","","","","","136410","","","550e8400-e29b-41d4-a716-446655440002","","","9337705","global","","","550e8400-e29b-41d4-a716-446655770005","216200","","697b569b2a72857c481dc4e5","2026-01-29T12:46:19.918000","2026-03-12T17:24:46.202000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","225","","","","true","2008","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb3","","","550e8400-e29b-41d4-a716-446655550001","36.63","","","","","Al Wukir","","","","","","Active","54534","","","Hyundai Heavy Industries","550e8400-e29b-41d4-a716-446655440001","","","","","","","","","","ce92a908-5bbc-4d0e-ac01-11ae979663a5","","","550e8400-e29b-41d4-a716-446655550001","","","HHI VLGC","","","","","","47058","","","550e8400-e29b-41d4-a716-446655440001","","","9359466","global","","","550e8400-e29b-41d4-a716-446655770003","82491","","697b569b2a72857c481dc4e6","2026-01-29T12:46:19.918000","2026-03-12T17:24:46.872000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","315","","","","true","2009","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb2","","","550e8400-e29b-41d4-a716-446655550001","50.03","","","","","Al Sadd","","","","","","Active","121913","","","Daewoo Shipbuilding & Marine Engineering","550e8400-e29b-41d4-a716-446655440002","","","","","","","","","","1f1a34a3-753d-49ee-80df-e24af761c0b6","","","550e8400-e29b-41d4-a716-446655550001","","","DSME Q-Flex","","","","","","136980","","","550e8400-e29b-41d4-a716-446655440002","","","9397341","global","","","550e8400-e29b-41d4-a716-446655770022","210200","","697b569b2a72857c481dc4e7","2026-01-29T12:46:19.918000","2026-03-12T17:24:47.542000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","315","","","","true","2009","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb2","","","550e8400-e29b-41d4-a716-446655550001","50.03","","","","","Al Sheehaniya","","","","","","Active","122006","","","Daewoo Shipbuilding & Marine Engineering","550e8400-e29b-41d4-a716-446655440002","","","","","","","","","","1f1a34a3-753d-49ee-80df-e24af761c0b6","","","550e8400-e29b-41d4-a716-446655550001","","","DSME Q-Flex","","","","","","136980","","","550e8400-e29b-41d4-a716-446655440002","","","9360831","global","","","550e8400-e29b-41d4-a716-446655770017","210200","","697b569b2a72857c481dc4e8","2026-01-29T12:46:19.918000","2026-03-12T17:24:48.159000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","345.28","","","","true","2009","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb1","","","550e8400-e29b-41d4-a716-446655550001","53.83","","","","","Mekaines","","","","","","Active","130171","","","Samsung Heavy Industries","550e8400-e29b-41d4-a716-446655440003","","","","","","","","","","d34909a1-1516-498c-9da8-3032bb70bcec","","","550e8400-e29b-41d4-a716-446655550001","","","SHI Q-Max","","","","","","163922","","","550e8400-e29b-41d4-a716-446655440003","","","9397303","global","","","550e8400-e29b-41d4-a716-446655770011","266476","","697b569b2a72857c481dc4e9","2026-01-29T12:46:19.918000","2026-03-12T17:24:48.812000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","345","","","","true","2008","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb1","","","550e8400-e29b-41d4-a716-446655550001","55.03","","","","","Al Ghuwairiya","","","","","","Active","154940","","","Daewoo Shipbuilding & Marine Engineering","550e8400-e29b-41d4-a716-446655440003","","","","","","","","","","d34909a1-1516-498c-9da8-3032bb70bcec","","","550e8400-e29b-41d4-a716-446655550001","","","DSME Q-Max","","","","","","168189","","","550e8400-e29b-41d4-a716-446655440003","","","9372743","global","","","550e8400-e29b-41d4-a716-446655770014","263300","","697b569b2a72857c481dc4ea","2026-01-29T12:46:19.918000","2026-03-12T17:24:49.704000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","345.28","","","","true","2009","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb1","","","550e8400-e29b-41d4-a716-446655550001","53.83","","","","","Al Mayeda","","","","","","Active","130298","","","Samsung Heavy Industries","550e8400-e29b-41d4-a716-446655440003","","","","","","","","","","d34909a1-1516-498c-9da8-3032bb70bcec","","","550e8400-e29b-41d4-a716-446655550001","","","SHI Q-Max","","","","","","163922","","","550e8400-e29b-41d4-a716-446655440003","","","9397298","global","","","550e8400-e29b-41d4-a716-446655770020","266000","","697b569b2a72857c481dc4eb","2026-01-29T12:46:19.918000","2026-03-12T17:24:50.372000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","315","","","","true","2008","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb3","","","550e8400-e29b-41d4-a716-446655550001","50","","","","","Al Utouriya","","","","","","Active","113609","","","Hyundai Heavy Industries","550e8400-e29b-41d4-a716-446655440002","","","","","","","","","","ce92a908-5bbc-4d0e-ac01-11ae979663a5","","","550e8400-e29b-41d4-a716-446655550001","","","HHI Q-Flex","","","","","","136355","","","550e8400-e29b-41d4-a716-446655440002","","","9360867","global","","","550e8400-e29b-41d4-a716-446655770047","215000","","697b569b2a72857c481dc4b2","2026-01-29T12:46:19.917000","2026-03-12T17:24:51.111000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","294.2","","","","true","2013","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb3","","","550e8400-e29b-41d4-a716-446655550003","44.03","","","","","Woodside Goode","","","","","","Active","90125","","","Hyundai Heavy Industries","550e8400-e29b-41d4-a716-446655440004","","","","","","","","","","ce92a908-5bbc-4d0e-ac01-11ae979663a5","","","550e8400-e29b-41d4-a716-446655550003","","","Conventional","","","","","","103928","","","550e8400-e29b-41d4-a716-446655440004","","","9633161","global","","","550e8400-e29b-41d4-a716-446655770073","159800","","697b569b2a72857c481dc4b3","2026-01-29T12:46:19.917000","2026-03-12T17:24:51.951000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","294.9","","","","true","2021","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb3","","","550e8400-e29b-41d4-a716-446655550001","46.44","","","","","Global Sea Spirit","","","","","","Active","93080","","","Daewoo Shipbuilding & Marine Engineering","550e8400-e29b-41d4-a716-446655440004","","","","","","","","","","ce92a908-5bbc-4d0e-ac01-11ae979663a5","","","550e8400-e29b-41d4-a716-446655550001","","","DSME","","","","","","115579","","","550e8400-e29b-41d4-a716-446655440004","","","9880465","global","","","550e8400-e29b-41d4-a716-446655770028","173400","","697b569b2a72857c481dc4b4","2026-01-29T12:46:19.917000","2026-03-12T17:24:53.568000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","315","","","","true","2008","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb1","","","550e8400-e29b-41d4-a716-446655550002","50","","","","","Al Ghariya","","","","","","Active","121730","","","Daewoo Shipbuilding & Marine Engineering","550e8400-e29b-41d4-a716-446655440002","","","","","","","","","","d34909a1-1516-498c-9da8-3032bb70bcec","","","550e8400-e29b-41d4-a716-446655550002","","","Q-Flex","","","","","","137535","","","550e8400-e29b-41d4-a716-446655440002","","","9337987","global","","","550e8400-e29b-41d4-a716-446655770048","210100","","697b569b2a72857c481dc4b5","2026-01-29T12:46:19.917000","2026-03-12T17:24:55.279000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
"","","","","294.2","","","","true","2014","","","","","","","","","","","","","","","","","","","697c5ff1b40996a288059cb3","","","550e8400-e29b-41d4-a716-446655550003","44.03","","","","","Maran Gas Efessos","","","","","","Active","89711","","","","550e8400-e29b-41d4-a716-446655440004","","","","","","","","","","ce92a908-5bbc-4d0e-ac01-11ae979663a5","","","550e8400-e29b-41d4-a716-446655550003","","","Conventional","","","","","","103928","","","550e8400-e29b-41d4-a716-446655440004","","","9627497","global","","","550e8400-e29b-41d4-a716-446655770062","159800","","697b569b2a72857c481dc4b6","2026-01-29T12:46:19.917000","2026-03-12T17:24:56.005000","697b18d70b1739675ee7f599","veselin@tidisolutions.rs","false"
